,Red Std,Green Std,Blue Std,Red Mean,Green Mean,Blue Mean,Contrast,Dissimilarity,Penyakit
0,41.20448716594898,55.85568303317055,59.67015657889285,14.655978103427021,22.890392320019725,22.5185617757643,160.55441840641726,1.5978285230719904,0.0
1,34.66444458718067,40.32055834723323,47.254944890267744,9.185330220660749,10.743061667899408,12.57692038030079,9.575061502700567,0.1484632031962907,0.0
2,40.803389862111274,46.46498280051745,52.2862463714087,10.318313609467456,11.794898761094675,12.878075151010847,17.94498868596937,0.1983327989740301,0.0
3,30.609208880485664,35.311387470164334,38.560735310458824,7.3584913553994085,8.621642242973373,9.160095075197239,60.38778537123693,0.6289306169505736,0.0
4,32.654042825869844,47.86868826178384,55.391506236058206,12.252239737426036,18.691300773545365,20.86303331484221,45.312708537555245,0.8103560551414604,0.0
5,34.380122643992976,49.463955676661676,58.040617092436456,13.934192708333333,20.777375261957594,23.624246717825443,50.61070045807362,0.8298405990098704,0.0
6,29.952201032481184,34.81080066660293,41.63059850397374,8.517301990877712,10.320847663954636,12.565369668392504,41.3803977482921,0.4845612807359361,0.0
7,27.80628014732197,32.69349836313453,39.034377297282774,7.395727933925049,9.048129545734714,10.978114906928008,42.5011355649,0.47963104545342444,0.0
8,33.78728097026281,40.48039956529269,40.16729213742072,8.5692116617357,11.144256040433925,11.26339628020217,97.52926033368684,0.8695214812439885,0.0
9,23.53915157032277,48.88314992814068,63.32714888090876,8.141663584812623,23.299701830621302,30.595542098126234,32.82914881187264,0.6616436635262781,0.0
10,27.082185908211507,48.112085572261954,61.20904182325561,10.53231462647929,23.912585752588758,30.845960536858975,41.3711069869534,0.765041032628801,0.0
11,44.247953968241006,59.95455218015192,67.22894403805182,19.307575582470413,28.089951229659764,31.01886865138067,83.59766366808887,1.2901561767824994,0.0
12,22.148738500107246,45.44443736949344,63.17445206599394,9.364230923323472,25.700454342332346,35.51024046166174,52.953040761338684,0.9240458603595827,0.0
13,22.417061998533505,44.85121631587554,61.25734935313128,8.977599543885601,22.900713603303746,31.10796320266272,54.90012053912741,0.8865028547118159,0.0
14,26.387580556543274,51.17378197238726,69.9564522592342,9.01727987857495,24.374912398298818,34.16393745377219,105.54731559916402,1.1030600150430638,0.0
15,28.7545285044997,47.669834048458405,63.38287663736394,9.233860638560158,21.975836338141026,29.742200751972387,42.738918533177966,0.7152357260436124,0.0
16,41.91300962023162,57.350469070113256,64.57509426775673,17.72338087093195,25.95147104598126,28.748661088510847,62.13947332724986,1.2456686068019829,0.0
17,32.34183955756273,46.416803775101776,54.60755813588645,12.327691383136095,19.237444218441816,22.59792837771203,39.92016032320517,0.939963576220189,0.0
18,34.487390351950154,40.50368506008796,45.69704659731593,8.741616586538461,10.30050141765286,11.555583163831361,14.266296832325324,0.17109643282100603,0.0
19,26.41618916433563,30.401980444551487,34.27986389087799,4.848646372657791,5.605773699457593,6.31105183678501,8.69194934063292,0.09857399152902879,0.0
20,31.27416400964328,35.889322003953595,40.93844475706101,6.703284640039448,7.7065467054980274,8.74514415372288,20.141276558684986,0.21623339889510942,0.0
21,54.38149244070661,59.63836243259615,64.6662553056986,17.90359297953649,19.73588865261341,21.410079974112428,25.567389535206317,0.22308339652653192,0.0
22,32.698371939820355,38.35116974302657,44.87718800986939,7.959041697485207,9.36708733974359,10.919132612179487,10.764401497028143,0.15108870569955854,0.0
23,15.364091305088952,16.421711901243842,21.616219431958324,1.6393824734960551,1.7890362271942801,2.612476269723866,30.15286812350109,0.23606443548436817,1.0
24,46.221746139167934,48.699005464644216,51.069493518024835,12.295716222879685,13.732693463387575,14.666478442430966,47.807301974093875,0.4604809002410589,1.0
25,34.08555100959447,35.74350666393597,38.78004298297275,6.55009730954142,7.18073933678501,8.050113258136095,68.61336404357905,0.529355670579821,1.0
26,14.301827306367759,14.46564428612062,15.126282316152512,1.2097513714250494,1.2424941444773177,1.3037678747534516,16.691677867659756,0.13942415591782376,1.0
27,8.556781372524942,9.532701429534608,10.381505611835978,0.4821963603303748,0.5612465329142012,0.6161319649901381,7.093907147877771,0.061307325449478395,1.0
28,13.003332273013053,12.921768777048657,13.352224757217664,0.8121388067061144,0.8049653291420118,0.8448117757642998,22.323425438380156,0.1423280390657755,1.0
29,16.665621663703977,17.60239311253925,17.59445865283709,1.5415084905078895,1.6788477718195267,1.6664847602317554,26.282392424223737,0.1758333692998249,1.0
30,14.454364608256515,14.415418402454009,14.809177825132528,0.9900032359467456,0.9854920950443787,1.0206697639299802,27.7019603793129,0.16725990825461812,1.0
31,26.48688302734397,27.637444675356825,29.860173620952466,4.30532528969428,4.5739912321252465,5.009378467085799,40.66238709995623,0.3065411125702061,1.0
32,27.423011813248035,30.910474039787296,32.70582720964399,4.426701491617357,5.404941213634122,5.835652967825443,43.168289807091185,0.32208895136281535,1.0
33,27.698509206631947,28.281811511884918,29.93949487111668,4.703904477933925,4.96651850653353,5.347510247164695,37.96566775174013,0.28871261582850916,1.0
34,18.271551177438027,18.301072891792927,24.698640029518756,2.304776565581854,2.284763544748521,3.3830944125986195,41.953582360774604,0.3317298444522537,1.0
35,24.79435682055481,26.55551084354288,25.850768791583647,3.427433663091716,3.7727518645216964,3.5131319341715974,52.781512504007715,0.40175028362147625,1.0
36,20.229246939508815,20.541754184982903,21.29928701397363,2.3092058832593687,2.3670404955621303,2.4586395925788955,18.345927103114903,0.1396940587466397,1.0
37,22.211431194924803,22.748450283502446,23.352987871498424,2.8626403784516765,2.9694500431459567,3.0458277089497043,20.303498563395564,0.16539401805312348,1.0
38,25.0620199995553,25.834534532834024,27.305852332872213,4.145419209196253,4.296683462771203,4.488793608234714,35.238005663181006,0.3178386347941894,1.0
39,24.670416687795274,25.334850661011078,26.420057047561457,3.4851023175542406,3.593989537105523,3.720681397928994,35.37459599353836,0.2746357622018891,1.0
40,22.92364546577296,23.403964962148468,24.315312621431122,3.037622580744576,3.112849636341223,3.2061473742603552,31.423383820011345,0.2500533331689151,1.0
41,25.931825014934677,26.421247962194485,27.229341273143042,4.056045364891519,4.153821190828403,4.253071452785996,44.94599330714972,0.37128756443140065,1.0
42,24.381256385359762,24.940009175630596,25.97320553285274,3.711227502465483,3.8181472663954636,3.9758263991617357,43.22505256245838,0.3466648272375268,1.0
43,25.08403460825525,25.467985284871315,26.299531995838212,3.7044680719921104,3.765668685281065,3.847958965113412,39.862456840210136,0.32475553061878804,1.0
44,26.396472324275763,26.527397373291087,28.070433464108667,4.355526149531558,4.365007319403353,4.614130763067061,36.07423399080079,0.28241554553974396,1.0
45,27.71084771671177,27.998542832461826,29.536502098356006,4.75936436760355,4.816887481508876,5.0623224852071,37.498642470466365,0.29865156485066713,1.0
46,40.876397312143666,39.349785655044045,44.56271012547764,11.619783653846154,11.122097355769231,11.705517520340237,62.06727062410218,0.6261965863342394,1.0
47,38.46181410652656,37.54701813839666,38.858039695646745,11.402553932445759,11.278769492726825,11.7198224852071,56.055947173568605,0.6003251367130907,1.0
48,24.09616545109307,24.86182613155806,26.203088508095078,3.6190410040680474,3.8084189318293884,4.022865122657791,38.050670980590425,0.3342827459491454,1.0
49,23.441710440685398,24.19586631955262,25.359204691243214,3.5409170056706114,3.7180701429980276,3.8828003266765285,38.248423819888025,0.360804205613239,1.0
50,24.19724998599121,24.963138443712133,26.282017893440624,3.4406007303994084,3.59755539632643,3.7749130917159763,43.33377723691024,0.3321846406639209,1.0
51,31.961208927936788,36.06876446420124,38.79693181323884,7.466565658900395,8.500893121301775,9.138558693910257,72.10018928650703,0.662705163144006,2.0
52,32.198899499409805,32.71243398374502,33.57086646457321,5.8744820173816565,6.056144831730769,6.198479798446746,32.504394976817025,0.3360383474733026,2.0
53,28.02198141696901,28.55705289374165,29.87182092866239,4.890739413831361,5.066903507149902,5.305207254684418,23.604772550724107,0.3133181207267526,2.0
54,48.785090612813434,55.59436676193861,60.64065611102803,16.617502619575937,19.153179548816567,20.923447747164694,70.481937457229,0.5586697215183631,2.0
55,36.149560049445306,36.528532246821804,36.90011654062075,8.151777305226824,8.27351416111933,8.291267951799803,56.52232948800159,0.5386369521789528,2.0
56,23.014393863645527,22.684722529732905,23.582591447309355,3.37911720290927,3.3678946314102562,3.503438578648915,20.3134169913927,0.21128628505191505,2.0
57,24.6955721193134,24.692730327399694,25.935512882302625,3.6806781619822484,3.7244391025641024,3.9054019508136095,21.99919907761364,0.22506504796902355,2.0
58,49.00265905287433,55.37384672183287,60.012471097664694,17.343105353180473,19.680713449211044,20.89964127218935,79.46594222445557,1.0171832225565396,2.0
59,48.686772389582316,55.28462034557898,60.16499507979409,17.15321868836292,19.57798076923077,20.9125957686144,72.68218918785607,0.9891169506991886,2.0
60,2.052179787462807,2.16306853926963,2.209890235943854,0.028194495808678503,0.029759615384615384,0.030467363165680474,1.5033094310306558,0.010801970552691938,2.0
61,2.9103843710813493,3.125584747513118,3.8700111092680474,0.05361139361439842,0.05844451121794872,0.07919301651873767,4.039068809686747,0.02885848422636112,2.0
62,54.86094850424377,53.96079468243183,55.19160336985379,21.607587139423078,21.3320632242357,21.96275340544872,97.33196529644607,1.0946763169901594,2.0
63,23.427122861771853,22.9825966316956,24.330737016065378,2.8979001017011834,2.8013426867603552,3.019444726947732,43.97986688287666,0.3657440747774189,2.0
64,23.414050556240436,23.272179180888017,23.58253165594369,2.8713583271696255,2.8344726177268242,2.8473875893737675,38.77180424877302,0.30257240054751267,2.0
65,50.53731681618987,51.59710903497109,54.44714297880858,18.686004761464496,19.262487903722878,20.65665688178008,166.917899319363,1.5499657061300485,2.0
66,23.980440671705896,24.14244586775993,25.527735895038344,3.6896550634861933,3.7310704820019724,3.9315447022928995,27.75028670431844,0.29056095395466985,2.0
67,32.64282970352098,33.194559523356745,33.27232524307476,5.889411442924063,6.029024978427022,5.9188213449211045,56.740297987520655,0.5118065146619971,2.0
68,25.33246341811879,42.65880753941123,32.16788141046595,6.549070050542406,11.623114290557199,8.166397620808679,44.358228525101566,0.6659958939833911,2.0
69,28.401654270794296,33.34044700749309,31.687266328492562,5.951789170364892,7.343062438362919,6.880037598619329,25.266631910407458,0.2929697566599466,2.0
70,26.40077787632078,27.478702919627978,28.86682567090496,4.036656496548323,4.20338919193787,4.325963464620315,17.13125643491717,0.1428714989426699,2.0
71,20.6142654730353,21.3233799292469,22.511181625384854,2.4086014546351087,2.496921998274162,2.5980574303500985,18.024817356243183,0.1374322599737363,2.0
72,27.51763679488901,28.608232141762624,29.65354450683219,5.1453829203648915,5.390480923323471,5.587288661858975,30.965946000937176,0.3292293511233877,2.0
73,39.64311528069879,41.32239980473113,42.789792114872945,10.064537182569033,10.606393845537475,10.982247981385601,72.09333566601723,0.7816157792191778,2.0
74,11.605252174960814,13.389782773394664,14.651547566719765,0.9995623767258383,1.1746086815828403,1.3120272435897435,14.828098487557654,0.11879601141884727,2.0
75,40.29082956628205,41.848096710505345,42.983104307654656,10.02230253020217,10.536368035009861,10.788480491863906,68.88912804893087,0.7765777986040892,2.0
76,49.97061004334793,51.1029440087638,52.29410267635822,14.209126602564103,14.663693679117356,15.086119714620315,51.63870438935064,0.43082819012504014,2.0
77,36.708589997111375,37.05408311804179,37.9613417243849,7.312378497904339,7.504990369206115,7.741618050419132,28.5384526752904,0.2590758101709128,2.0
78,15.13476773148717,17.566055071744614,19.136220463353403,1.5931572824211044,1.878321160009862,2.0684177761341225,22.6653763687819,0.17437795952844848,2.0
79,15.809955332904872,18.413475928272508,20.326430218665365,1.776002064842209,2.110207331730769,2.355020725468442,21.97591961180852,0.1865879411547094,2.0
80,24.725989137092846,24.91479663072901,25.89922856206501,3.7396591469428007,3.8159267905571994,3.966882242357002,16.66237082891459,0.2165209509951415,2.0
